character,dialog,episode_num
Zhao,"We are the sons and daughters of fire, the superior element! Until today only one thing stood our path to victory, the Avatar. I am here to tell you that he is now my prisoner!  This is the year the Fire Nation breaks through the walls of Ba Sing Se and burns the city to the ground!",13
Aang," What? No! Don't leave, frogs! My friends are sick and they need you! Please go back to being frozen!",13
Aang,"Who are you? What's going on? Are you here to rescue me?  I'll take that as a ""yes.""",13
Aang,My frogs! Come back! And stop thawing out!  Wait! My friends need to suck on those frogs!,13
Katara," How many times do I have to tell you, Momo? We need water, wa-ter. Oh forget it. Aang, please, hurry.",13
Sokka,,13
Zhao,"I want a full transcription of my speech sent to the Fire Lord, along with glowing testimonials from all of the ranking officers present, and –",13
Scribe,"Sir, should I hold off sending that speech to the Fire Lord?",13
Soldier,"There, on the wall!",13
Zhao,,13
Aang,Stay close to me!,13
Aang,Take this. Jump on my back!,13
Aang,Give me the next one!,13
Zhao,Hold your fire! The Avatar must be captured alive!,13
Zhao, Open the gate.,13
Shinu,"Admiral, what are you doing?",13
Zhao,"Let them out, now!",13
Shinu,How could you let them go?,13
Zhao,A situation like this requires ... precision.,13
Zhao,Do you have a clear shot?,13
Zhao,Knock out the thief. I'll deliver him to the Fire Lord along with the Avatar.,13
Zhao,Quick! Recover the Avatar!,13
Aang," You know what the worst part of being born over a hundred years ago is? I miss all the friends I used to hang out with. Before the war started, I used to always visit my friend Kuzon. The two of us, we'd get in and out of so much trouble together. He was one of the best friends I ever had, and he was from the Fire Nation, just like you. If we knew each other back then, do you think we could have been friends, too?",13
Iroh,"Where have you been, Prince Zuko? You missed music night! Lieutenant Jee sang a stirring love song.",13
Zuko,I'm going to bed. No disturbances.,13
Aang,Suck on these. They'll make you feel better.,13
Sokka," Aang, how was your trip? Did you make any new friends?",13
Aang,"No, I don't think I did.",13
Sokka,Mmmm! This is tasty! Mmm!,13
Katara, Look!,14
Sokka,He is taunting us!  You are so going to be dinner!,14
Sokka," Hey, where's the fishing line?",14
Aang,,14
Sokka," Aw, it's all tangled!",14
Aang," Not tangled. Woven! I made you a necklace, Katara. I thought since you lost your other one ...",14
Katara, I love it.,14
Sokka," Great, Aang. Maybe instead of saving the world, you can go into the jewelry-making business.",14
Aang,I don't see why I can't do both.,14
Sokka,Stop taunting me!,14
Katara," So, how do I look?",14
Aang," I mean, because they both look great!",14
Sokka,,14
Aang," I ... well, uh ...",14
Katara,,14
Aang, Thanks.,14
Aang, Someone's being attacked by a platypus bear!,14
Calm man,"Well, hello there!  Nice day, isn't it?",14
Aang,Make noise! He'll run off!,14
Sokka,"No, play dead! He'll lose interest!",14
Calm man,,14
Katara," Run downhill, then climb a tree!",14
Sokka,"No, punch him in the bill! ",14
Aang,And then run in zig-zags!,14
Calm man,"No need, it's going to be fine!",14
Aang, Whoa there!,14
Sokka," Lucky for you, we came along.",14
Calm man,"Thanks, but everything was already under control. Not to worry. Aunt Wu predicted I'd have a safe journey. ",14
Aang,Aunt who?,14
Calm man,"No, Aunt  Wu  . She's the fortuneteller from my village. Awful nice knowing your future.",14
Katara, That explains why you were so calm!,14
Sokka,But the fortuneteller was wrong! You didn't have a safe journey; you were almost killed!,14
Calm man," Oh, and Aunt Wu said if I met any travelers to give them this.",14
Katara, Maybe we should go see Aunt Wu and learn our fortunes. It could be fun.,14
Sokka,"Oh, come on. Fortune telling is nonsense!",14
Aang,What do you know? An umbrella!,14
Katara,That proves it! ,14
Sokka," No, it doesn't! You can't  really  tell the future!",14
Katara, I guess you're not  really  getting wet then.,14
Sokka, Of course she predicted it was going to rain. The sky's been gray all day!,14
Katara,"Just admit you might be wrong, and you can come under the umbrella.",14
Sokka,"Look, I'm going to predict the future now.  See?",14
Aang,"Not everyone has the gift, Sokka.",14
Sokka, Agh!,14
Strange Man,Aunt Wu is expecting you.,14
Katara, Really?,14
Meng,My name is Meng and I'm Aunt Wu's assistant.,14
Meng," Well, hello there.",14
Aang, Hello.,14
Meng, Can I get you some tea or some of Aunt Wu's special bean curd puffs?,14
Sokka, I'll try a curd puff.,14
Meng, So what's your name?,14
Aang, Aang.,14
Meng," That rhymes with Meng! And you've got some pretty big ears, don't you?",14
Aang, I guess.,14
Sokka, They're huge!,14
Meng,,14
Aang,Likewise.,14
Sokka,I can't believe we're here in the house of nonsense.,14
Katara,"Try to keep an open mind, Sokka. There are things in this world that just can't be explained. Wouldn't it be nice to have some insight into your future?",14
Sokka, It would be nice to have some bean curd puffs.,14
Woman,"Oh, Meng! Aunt Wu says I'm going to meet my true love. He's going to give me a rare panda lily.",14
Meng,That's so romantic!  I wonder if my true love will give  me  a rare flower.,14
Aang, Good luck with that!,14
Woman, Is that the big-eared guy who Aunt Wu predicted you'd marry?,14
Meng,,14
Wu,"Welcome, young travelers. Now, who's next? Don't be shy.",14
Katara, I guess that's me.,14
Sokka, Mhm?,14
Aang," So, what do you think they're talking about back there?",14
Sokka," Boring stuff I'm sure. Love, who she's going to marry, how many babies she's going to have.",14
Aang," Well, I've got to find a bathroom.",14
Wu,Your palms are so smooth. Do you use moisturizer?,14
Katara,"Actually, I have this special seaweed lotion. I can get you some if you want. ",14
Wu, I feel a great romance for you. The man you are going to marry.,14
Katara, Tell me more!,14
Wu,I can see that he's a very powerful bender.,14
Sokka,Looks like someone had a pretty good bathroom break.,14
Aang,Yeah ... when I was in there ...,14
Sokka, I don't even want to know!,14
Wu, Who's next?,14
Sokka," Okay, let's get this over with.",14
Wu," Your future is full of struggle and anguish. Most of it, self-inflicted.",14
Sokka, But you didn't read my palms or anything!,14
Wu,"I don't need to. It's written all over your face.  You there, come with me.",14
Wu,This is the most reliable method of telling your fortune. The bones never lie.  The heat makes cracks in the bone and I read the bone cracks to tell your destiny.,14
Aang,"Wow, that's a big crack.",14
Wu, I've never seen this before!,14
Wu," Your destiny! This is incredible. You will be involved in a great battle, an awesome conflict between the forces of good and evil. A battle whose outcome will determine the fate of the whole world!",14
Aang," Yeah, yeah, I knew that already. But did it say anything about a girl?",14
Wu, A girl? You want to know about  love  ?,14
Aang, Yes!,14
Wu,"I'm sorry, but I didn't see anything.",14
Wu," It says ""trust your heart and you will be with the one you love.""",14
Aang,"Really?  Thank you, Aunt Wu!",14
Sokka,"Well, now you got to see for yourselves how fortune telling is just a big, stupid hoax.",14
Katara,You're just saying that because you're going to make yourself unhappy your whole life.,14
Sokka, That woman is crazy! My life will calm and happy and joyful!,14
Sokka,That doesn't prove  anything  !,14
Katara, Certain things are going to turn out very well.,14
Aang, They sure are ...,14
Katara,Why? What did she tell you?,14
Aang, Some stuff. You'll find out.,14
Katara, What's with the sky?,14
Calm man, We are waiting for Aunt Wu to come and read the clouds to predict the fate of the whole village.,14
Aang, That cloud kind of looks like a fluffy bunny.,14
Calm man, You better hope that's not a bunny! The fluffy bunny cloud forecasts doom and destruction.,14
Sokka, Do you even hear yourself?,14
Village Woman, The cloud reading will tell us if Mt. Makapu will remain dormant for another year or if it will erupt.,14
Calm man,"We used to have a tradition once a year of going up the mountain to check the volcano ourselves.  But every since Aunt Wu moved to the village twenty years ago, we have a tradition of  not  doing that.",14
Sokka,"I can't believe you would trust your lives to that crazy, old woman's superstition!",14
Katara, Shhh! She's coming!,14
Meng, Don't you think that cloud looks like a flower?,14
Aang," Hey, Katara, don't you think that cloud look like a flower?",14
Katara, Shhh!,14
Wu, Bending arrow cloud ... good crops this year. Nice big harvest.,14
Farmer, Darn good news!,14
Wu,"Wavy, moon-shaped cloud ... let's see.  Gonna be a great year for twins!",14
Poi and Ping, Yes!,14
Wu, The village will  not  be destroyed by the volcano this year!,14
Aang," Since I got you here, uh, there's something I want to tell you. I like you, but more than normal.",14
Aang, Never mind.,14
Katara,"Hi, Aunt Wu! Sorry to bother you.",14
Wu,Any time.,14
Katara,"About this man I'm supposed to marry ...  Oh, I hope he's tall!",14
Wu,Ah ... You want another reading?,14
Katara,"Yes, please!",14
Sokka,I can't believe all these saps!  Someone really needs to scream some sense into them.,14
Aang,"They seem happy, Sokka.",14
Sokka,Not for long. I'm going to prove Aunt Wu's predictions are nonsense. ,14
Man,Yeah. She said I'd be wearing red shoes when I met my true love.,14
Sokka,Uh huh ... And how many times have you worn those shoes since you got that fortune?,14
Man, Everyday.,14
Sokka, Then of course it's gonna come true!,14
Man, I'm so excited!,14
Wu,And then you will have your third great-grandchild before quietly passing away in your sleep.  Is that enough information for you?,14
Katara," Oh wait, one more thing. How warmly should I dress tomorrow?",14
Wu,You want me to do a reading for  that  ?,14
Sokka, I don't care what Aunt Wu told you! You have to take a bath sometime!,14
Aang,"So, Sokka, you know some stuff about ladies, right?",14
Sokka, You've come to the right place. What can I do you for?,14
Aang,"Well, there's this girl.",14
Sokka, I think I know who you mean.,14
Aang, You do? And you're okay with it?,14
Sokka,"Of course I am. And to tell you the truth, I've been picking up a subtle vibe that she likes you, too.",14
Aang, She does?,14
Sokka,"Oh yeah, she's crazy about you. All you have to do now is not mess it up.",14
Aang,"Well, how do I do that?",14
Sokka,The number once mistake nice guys like you make: being too nice.,14
Aang,You can be too nice?,14
Sokka,"Yep. If you want to keep her interested, you have to act aloof, like you don't really care one way or the other.",14
Aang,"Well, okay ...",14
Meng,"Hey, Aang, I was wondering ...",14
Aang,See you later ... ,14
Sokka," Wow, that kid is good.",14
Wu,And you'll be fine as long as you've got a scarf. Bye-bye now.,14
Katara,"Okay, okay, but one more thing.",14
Wu," All right, what is it?",14
Katara, Should I eat a mango or a papaya for breakfast tomorrow?,14
Wu,,14
Katara," Aww, I hate papaya.",14
Aang," Oh, hey, Katara. I didn't see you there.",14
Katara,,14
Aang, That's okay. I'm busy with my own stuff.,14
Katara," Ugh, papaya please.",14
Aang, So ... papaya.,14
Katara,Uh huh. Would you like some?,14
Aang, You know me. I don't really care what I eat.,14
Katara, Okay then. See you later.,14
Aang, Maybe aloof isn't my style.,14
Woman," Oh, a panda lily!",14
Aang, Did you see that?,14
Aang,Excuse me.  Where can a guy find one of those things?,14
Sokka, I can't believe you're dragging me all the way up here for a stupid flower.,14
Aang,"Not just any flower, a panda lily. I've seen it in action and boy, does it work.",14
Sokka,"Flowers are fine once you're married, but at this early stage, it's critical that you maintain maximum aloofness.",14
Aang,"But my heart is telling me to get this flower,  and Aunt Wu said if I trusted in my heart, I will be with the one I love.",14
Sokka," What? Don't tell me you believe in that stuff, too.",14
Aang, There! On the rim!,14
Aang, Aunt Wu was wrong.,14
Sokka,Those people all think they're safe! We've got to warn them!,14
Aang,There's no time to walk! ,14
Aang," Hi, Katara.",14
Katara, Can you believe she won't let me in? And after all the business I've given her?,14
Aang,But she doesn't even charge.,14
Katara,"I know, but still ...",14
Sokka,"Well, we have other things to worry about. Aunt Wu was wrong about the volcano.",14
Katara," Sokka, you tried to convince me she was wrong before. It's going to take an awful lot to change my mind -",14
Katara, Oh no.,14
Sokka," Everyone, that volcano is gonna blow any second! Aunt Wu was wrong!",14
Village Woman," Yeah, yeah, we know you don't believe in Aunt Wu, Mr. science and reason lover.",14
Katara," If you won't listen to him, maybe you'll listen to me. I want to believe Aunt Wu and her predictions as much as you do, but my brother and Aang saw the lava with their own eyes.",14
Calm man," Well, I heard Aunt Wu's prediction with my own ears.",14
Aang, you have to take fate into your own hands!,14
Sokka,Look!  Can your fortune telling explain that?,14
Man with Red Shoes, Can your science explain why it rains?,14
Sokka," Yes! Yes, it can!",14
Katara,,14
Aang, But they  will  listen to Aunt Wu!,14
Sokka,I know that's the problem.,14
Aang,"Well, it's about to become the solution. We're taking fate in our own hands. First, I need to borrow Aunt Wu's cloud reading book.",14
Aang, Shhh! We don't want anyone to hear us.,14
Aang,"Oh, I didn't see you there.",14
Meng,,14
Aang,Of course I like you.,14
Meng, But not the way I like you.,14
Aang,"Oh, I guess not.",14
Meng,"It's okay. It's just really hard when you like someone, but they don't think of you that way.",14
Aang, I know what you mean.,14
Meng," She's beautiful, by the way.",14
Aang, Huh?,14
Meng,,14
Aang,Don't worry. You're going to meet a great guy who's going to completely fall for you. I know it. ,14
Meng,Thanks. ,14
Aang,How did you know?,14
Meng, Heh ...,14
Aang," Oh, thanks ... I guess.",14
Aang,"Clouds are made of water and air, so between the two of us, we ought to be able to bend them into any shape we want.",14
Katara, I found it. The symbol for volcanic doom.,14
Sokka,"Aunt Wu, look! Something is happening in the clouds.",14
Wu, Oh my!,14
Aang,We still can save the village if we act fast.  Sokka has a plan.,14
Sokka, Lava is gonna flow downhill to this spot. If we can dig a deep enough trench we can channel all the lava away from the village to the river.,14
Aang,"If any of you are earthbenders, come with me.",14
Poi, I'm an earthbender!,14
Ping, I'm not!,14
Sokka,Everybody else grab a shovel  Come on! We've gotta hurry!,14
Sokka, Dig faster! Dig faster!,14
Aang,Everyone needs to evacuate! We'll come for you when it's safe!,14
Katara,It's too much! It's gonna overflow!,14
Sokka,"Man, sometimes I forget what a powerful bender that kid is. ",14
Katara,"Wait, what did you just say?",14
Sokka," Nothing, just that Aang is one powerful bender.",14
Katara, I suppose he is.,14
Aang," By the way, we kind of borrowed your book.",14
Wu,"So you messed with the clouds, did you?",14
Wu, Very clever!,14
Sokka,"No offense, but I hope this taught everyone a lesson about not relying too much on fortune telling.",14
Calm man," But Aunt Wu predicted the village wouldn't be destroyed and it wasn't. She was right, after all.",14
Sokka, I hate you.,14
Katara," It's okay, Sokka. Everything's going to be all right.",14
Aang,Can I ask you something?,14
Wu,"Of course, honey.",14
Aang," You didn't really see love in my fortune, did you? You just told me what I wanted to hear.",14
Wu,"I'll tell you a little secret, young airbender.  you have the power to shape your own destiny.",14
Katara," Take care, Meng.",14
Meng, Floozy.,14
Aang,"Hey, look!  A sword made out of a whale's tooth.",15
Sokka,Let me see that.,15
Sokka,This is a Water Tribe weapon.  See if you can find anything else.,15
Katara, Did someone lose something?,15
Aang," No, we found something!",15
Sokka,"It's burned.  The firebenders fought back, but the warriors drove them down this hill.",15
Aang," So, then what happened?",15
Sokka, I don't know. The trail ends here.,15
Katara,,15
Sokka, It's one of our boats!,15
Katara,Is this dad's boat? ,15
Sokka,"No, but it's from his fleet. ",15
Iroh,,15
Firebenders,Look out! Argh!,15
June,,15
Zuko, There are no stowaways on my ship.,15
Zuko, He's paralyzed.,15
June,Only temporarily. ,15
Zuko,But how did you find him on my ship?,15
June,,15
Iroh,"Well, I'm impressed. ",15
Hakoda,Sokka.,15
Sokka,I'm coming with you.,15
Hakoda,"You're not old enough to go to war, Sokka, you know that.",15
Sokka," I'm strong, I'm brave, I can fight! Please, Dad!",15
Hakoda," Being a man is knowing where you're needed the most. And for you right now, that's here, protecting your sister.",15
Sokka,I don't understand. ,15
Hakoda,Someday you will.  I'm gonna miss you so much.,15
Sokka,,15
Bato,Sokka?,15
Sokka,,15
Aang, Who the what now?,15
Katara, Bato!,15
Bato,,15
Aang," Hi, I'm Aang.",15
Sokka,Where's Dad?,15
Katara,Is he here?,15
Bato,"No, he and the other warriors should be in the Eastern Earth Kingdom by now.  This is no place for a reunion. Let's get inside.",15
Bato,"After I was wounded, your father carried me to this abbey. The sisters have cared for me ever since. Superior,  these are Hakoda's children. They've been traveling with the Avatar. I found them by my boat.",15
Mother Superior,"Young Avatar, it gives me great joy to be in your presence. Welcome to our abbey.",15
Aang,"Thank you, it's truly an honor to be here. If there's anything- ",15
Sokka,"What smells so good, Bato?",15
Bato, The sisters craft ointments and perfumes.,15
Sokka,Perfume? ,15
Bato,You have your father's wit.,15
Katara,"Bato, it looks like home! ",15
Sokka,"Everything's here, even the pelts!",15
Aang," Yeah, nothing's cozier than dead animal skins.",15
Katara, No way! Stewed sea prunes!,15
Bato,Help yourself!,15
Sokka,Dad could eat a whole barrel of these things!,15
Katara,"Bato, is it true that you and dad lassoed an arctic hippo?",15
Bato,"It was your father's idea, he just dragged me along. Well, the hippo did the dragging! ",15
Aang," Hey, I ride animals, too! There was this one time when I rode a giant eel and I-",15
Sokka," So, who was it that came up with the Great Blubber Fiasco?",15
Bato, You knew about that?,15
Katara,Everyone does!,15
Aang, What's that story?,15
Sokka," It's a long one Aang, some other time.",15
Katara, You and Dad had so many hilarious adventures.,15
Bato,"Not all of which were hilarious at the time, but everything's funny in hindsight. ",15
Sokka,Was it you or Dad that put an octopus on your head and convinced Gran-Gran you were a water spirit?,15
Bato,"Your dad wore the octopus,  but I did the spooky voice.",15
Zuko," Step aside, filth!",15
Iroh, He means no offense! I'm certain you bathe regularly!,15
Zuko,I need to talk to you!,15
June,"Well, if it isn't my new friends: Angry Boy and Uncle Lazy.",15
Zuko,Your beast trashed my ship. You  have  to pay me back!,15
June,,15
Zuko,Money isn't what I had in mind.,15
Zuko,I need you to find someone. ,15
June," What happened, your girlfriend run off on you?",15
Zuko,"It's not the girl I'm after, it's the bald monk she's traveling with.",15
June, Whatever you say.,15
Zuko,"If you find them, I'll consider the damage to my ship  paid for  .",15
June,,15
Iroh,"Plus, we'll pay your weight in  gold  .",15
June," weight, and we gotta deal.",15
Iroh, You got it!,15
June, Get on!,15
Bato,There's something I should tell you kids. I'm expecting a message from your father. ,15
Katara, Really?,15
Sokka, When?,15
Bato,"Any day now. Your father said he'd send a message when they found the rendezvous point. If you wait until the message arrives, you can come with me, and see your father again.",15
Sokka,It's been over two years since we've seen Dad. That would be so incredible! Katara!,15
Katara,"I do really miss him, it would be  great  to see Dad. ",15
Bato,"It's been far too long, hasn't it?  I'm not sure when word will arrive, but when it does-",15
Sokka,"It would be great, but we can't. We have to take Aang to the North Pole first.",15
Katara,"Even if we do have time to wait for the message, who knows how far we'd have to travel. We don't have time for a long detour.",15
Bato,"I'm sure your father would understand, and be proud that his children are helping the Avatar.",15
Aang,I can't believe they would leave me.,15
Messenger,I'm looking for Bato of the Water Tribe.,15
Aang,"Uhhh, I know Bato!",15
Messenger,Make sure he gets this! ,15
Aang,It's the map to Sokka and Katara's dad!,15
Aang,Hey everyone! Sorry I was gone so long.,15
Katara," Hey, Aang, I didn't notice you left.",15
Aang,"Yup, but now I'm back.  Sure could go for some delicious sea prunes!",15
Herbalist,"Out for a bit of fresh air, are we?",15
Zuko,We're looking for someone.,15
Herbalist,I hope it's not Miyuki ,15
June,The Avatar's been through here. Let's keep moving.,15
Mother Superior,Aha! I caught you.  You should be ashamed of yourself ... Littering in the courtyard.,15
Aang,,15
Bato,This ship is sentimental to me. It was built by my father.,15
Sokka, Is this the boat he took you ice dodging in?,15
Bato,Yep! It's got the scar to prove it. Ha. How 'bout you Sokka? You must have some good stories from your first time ice dodging. ,15
Katara,He never got to go. Dad left before he was old enough.,15
Bato,"Oh, I forgot you were too young.",15
Aang,What's ice dodging?,15
Bato,"It's a rite of passage for young Water Tribe members. When you turn fourteen, your dad takes you-  You know what, you're about to find out!",15
Zuko, Why are we stopping?,15
June,Because the girl must have spent a lot of time here.,15
Zuko,We have no time for this!,15
Zuko,Hey! Watch it!,15
June," Oh look, he likes you!",15
Aunt Wu,"Care to hear your fortune, handsome?",15
Iroh,"At my age, there's really only one big surprise left, and I'd just as soon leave it a mystery.",15
Bato,"Ice dodging is a ceremonial test of wisdom, bravery, and trust.  In our village, ice dodging was done by weaving a boat through a field of icebergs.",15
Sokka,How are we supposed to ice dodge without ice?,15
Bato,"You'll be dodging those.  The winds can be brutal, so be brave. Aang, you control the jib. Without your steady hand, we all go down. Your position is about trust.",15
Aang,,15
Bato,"For this is to be done right, I cannot help.  You pass or fail on your own.",15
Sokka," Aang, helm to lee. Helm to lee!",15
Aang,What does that even mean?,15
Sokka,Great job!,15
Katara,There's no way through!,15
Sokka,We can make it.,15
Bato," Sokka, you've already proven yourself. Maybe we should-",15
Sokka,"Aang, I'm gonna need air in that sail.  Katara, I want you to bend as much water as you can between us and those rocks. Now!",15
Bato," And for Aang, the Mark of the Trusted. You are now an honorary member of the Water Tribe.",15
Aang,I can't. ,15
Katara,Of course you can!,15
Aang," No, you can't trust me.",15
Katara," Aang, what are you talking about?",15
Aang, You  have  to understand. I was afraid you would-,15
Sokka,,15
Bato,"Well, Sokka. I think you should-",15
Sokka," Katara, are you with me?",15
Katara, I'm with you Sokka.,15
Katara,Good luck.,15
Aang,Okay. You too.,15
Aang,Guess I should be moving on.,15
Mother Superior,That would be best.,15
Aang,"I'm an idiot, Momo. ",15
June,We're getting close. ,15
Katara, That wolf sounds so sad.,15
Sokka,It's probably wounded.,15
Bato, and being apart from them was more painful than my wounds.,15
Katara,Sokka?,15
Sokka,"We need to go back. I wanna see Dad, but, helping Aang is where we're needed the most.",15
Katara, You're right.,15
Bato," Your father will understand, and I know he's proud of you.",15
Sokka,"Thanks, Bato.",15
Bato,I know where to go from here.  Take this in case you want to find us. I'll leave a message at the rendezvous point.,15
Aang,"Looks like we're going alone, guys.",15
Mother Superior," Avatar, you must leave!",15
Aang," Okay, I get it. Everybody wants me gone.",15
Mother Superior,A group of people came to the abbey looking for you.,15
Aang,Who?,15
Mother Superior,"A fierce looking woman with a horrible monster, and a young man with a scar.",15
Aang,Zuko.,15
Mother Superior,The beast was using the scent of a necklace to follow you.,15
Aang,A necklace?  Katara!,15
June," No wonder she left, she's way too pretty for you.",15
Zuko, Where is he? Where is the Avatar?,15
Sokka,We split up. He's long gone.,15
Zuko,How stupid do you think I am?,15
Sokka,Pretty stupid.  Run!,15
Zuko,What are we supposed to do now?,15
June, It's seeking a different scent. Perhaps something that the Avatar held.,15
Zuko,What's it doing? It's just going in a circle.,15
Katara, Aang!,15
June,Up! ,15
June, Come on! Get up!,15
Sokka,I'm ... starting to get some feeling back!  Ow.,15
Aang,You've got something I want.,15
Sokka,That thing sees with its nose. Let's give him something to look at.,15
Mother Superior,The perfume?,15
Iroh,,15
Zuko,Uncle? I didn't see you get hit with the tongue.,15
Iroh,Shhh.,15
Aang,So ... where do we go?,15
Katara,We're getting  you  to the North Pole.,15
Sokka,"Yeah, we've lost too much time as it is.",15
Aang, Don't you want to see your father?,15
Sokka,"Of course we do, Aang. But, you're our family, too. And right now, you need us more.",15
Katara,And  we  need you.,15
Aang,"I wish I could give you a little piece of home, Katara. Something to remind you ...",15
Katara,I'll be okay.,15
Aang,"Still, just a little trinket. Maybe something like ... ",15
Katara," Aang, how'd you get that?",15
Aang,Zuko asked me to be  sure  I got it to you.,15
Katara,"Aw, that's so sweet of Zuko. Could you give him a kiss for me when you see him?",15
Aang,Sure.,15
Katara,"So, how long do you think it's been since someone was here?",15
Sokka,Long enough for moss to grow on the hull.  About three months.,15
Katara, So dad's probably long gone.,15
Sokka, I wonder why they left this boat? There's nothing wrong with it.,15
Aang,When was the last time you saw your dad?,15
Sokka, I don't want to talk about it.,15
Aang, I didn't mean to bring that up.,15
Katara," It's okay Aang. Our dad left about two years ago, with all the other Water Tribe men.",15
Sokka, Maybe we should all get some sleep.,15
Katara, This should give us a good idea of what's around here.,16
Sokka,,16
Aang,"I bet we'll find something to eat here,  This would be a great place for me to study some real firebenders.",16
Sokka, You might wanna rethink that. Look at this.,16
Aang," Hey, a poster of me!",16
Sokka,A wanted poster! This is bad. ,16
Katara, I think we better keep moving.,16
Aang, I have to learn firebending at some point and this could be my only chance to watch a master's up close.,16
Katara,,16
Sokka,,16
Katara," We'll wear disguises and if it looks like trouble, we'll leave.",16
Sokka, Yeah! Because we always leave before we get into trouble.,16
Aang, Ready disguises!,16
Sokka,,16
Aang,Let's go.,16
Katara,I think we need some new disguises.,16
Sokka,Where are we gonna get masks like that?,16
Mask dealer,Get your genuine Fire Festival masks here!,16
Sokka,That was surprisingly easy.,16
Aang,"Hey, there's some food.",16
Sokka,Finally!  What do you have?,16
Shop keeper,Flaming fire flakes! Best in town.,16
Sokka,I'll take'em!,16
Sokka,Aaahhh! Hot! Hot!,16
Katara," ""Flaming fire flakes"", hot? What do you know?",16
Aang,"Hey, look at this.",16
Puppet Fire Lord,Don't worry loyal citizens! No one can surprise the Fire Lord!,16
Fire Nation kids,,16
Katara,"Aang, hold on! Where are we going?",16
Aang,"I don't know, but there's a big crowd so it must be good.",16
Sokka," Knowing the Fire Nation, it's probably an execution.",16
Aang,I gotta learn that trick!,16
Malu,Thank you! For my next trick I need a volunteer from the audience!,16
Aang, Oh! Oh! Me! Me!,16
Sokka, What do you think you're doing?,16
Aang,I want to get a closer look.,16
Katara,It's better that we don't attract any attention to ourselves.,16
Malu,"How about you, little lady?",16
Katara, Uh.,16
Malu,"Awww, she's shy. Leeet's give her some encouragement, folks!",16
Aang, Awww! That could've been me.,16
Malu,"This next trick is called ""Taming the Dragon.""  You will be my captured princess! Don't worry, young maiden! I will tame this fiery beast! It's too strong, I can't hold it!",16
Aang,We gotta help her!,16
Sokka,"No, we don't want to make a scene!",16
Malu,"The rope, it's breaking!  Hey, you tryin' to upstage me, kid?",16
Citizen,Hey! That kid's the Avatar! ,16
Sokka,I think it's time to go.,16
Chey,Follow me! I can get you outta here! ,16
Guard,There they are!,16
Guard,Over there!,16
Aang,I'm calling Appa. ,16
Sokka,I hope he can really hear that bison whistle!,16
Chey, Okay! Not this way!,16
Aang,Appa! Down here!,16
Aang,Nice touch setting off the fireworks.,16
Sokka, You really know your explosives ...,16
Chey,I'm familiar.,16
Sokka,You're a Fire Nation Soldier!,16
Chey,Was.  My name's Chey.,16
Chey,"I serve a man. More than a man really, he's a myth, but he's real, a living legend, Jeong Jeong the Deserter. He was a Fire Nation general, or wait, was he an admiral?",16
Sokka," He was very highly ranked, we get it.",16
Chey,"Yeah! Way up there! But he couldn't take the madness any more. He's the first person ever to leave the army - and live. I'm the second, but you don't get to be a legend for that. That's okay though. Jeong Jeong's a firebending genius. Some say he's mad - but he's not! He's enlightened.",16
Aang,You mean there's a firebender out here who's not with the Fire Lord?  We've gotta go see him! He can train me!,16
Sokka, We're  not  gonna go find some  crazy  firebender!,16
Chey, He's not crazy! He's a genius! And he's the perfect person to train the Avatar! That's why I followed you into the festival.,16
Sokka,"Look, thanks for the help, but we're leaving for the North Pole in the morning.",16
Aang,"Sokka, this could be my only chance to meet a firebending master who would actually be willing to teach me.",16
Katara,It can't hurt just to talk to him.,16
Sokka, That's what you said about going to the festival! Why doesn't anyone ever listen to me?,16
Lin Yee,Don't move!,16
Lin Yee, Jeong Jeong told you not to look for Avatar!,16
Sokka,"Hold on, you know these guys?",16
Chey,"Oh yeh! Lin Yee's an old buddy! Right, Lin Yee?",16
Lin Yee, Shut up! Keep moving.,16
Lin Yee,Go on. He sees you only.,16
Chey,"Oh that's okay, we can chat later.",16
Aang,Is that where Jeong Jeong is? I need to talk to him right away.,16
Lin Yee,No! You wait there.  Go now!,16
Chey,"Don't worry! Everything'll be fine. He's a great man, great man!",16
Zhao,"So, the Avatar was here and you let him slip away?",16
Guard captain, No fights. Theft was way down.,16
Zhao, I don't care about your local crime rates! Which way did they go?,16
Guard captain,"They headed into the forest, up the river I suspect.",16
Zhao,Ready the river boats. We're going after the Avatar.,16
Aang,What happened? Can I see Jeong Jeong now?,16
Chey, He won't see you. He's very angry that I brought you here. He wants you to leave immediately.,16
Sokka,Finally! Let's hit the road. ,16
Aang,Why won't he see me?,16
Chey,He says you're not ready. Says you haven't mastered waterbending and earthbending yet.,16
Aang," Wait, how does he know that?",16
Chey,He saw the way you walked into camp. He could tell.,16
Aang,"I'm going in, anyway!",16
Jeong Jeong,Get out.,16
Aang,"Master, I need to learn firebending.",16
Jeong Jeong,Only a fool seeks his own destruction.,16
Aang,,16
Jeong Jeong,"Destiny? What would a boy know of destiny? If a fish lives its whole life in this river, does he know the river's destiny? No! Only that it runs on and on out of his control! He may follow where it flows, but he cannot see the end. He cannot imagine the ocean.",16
Aang,"Okay, but it's the Avatar's duty to master all of the bending disciplines.",16
Jeong Jeong,"To master the bending disciplines, you must first master discipline itself. But you have no interest in this, so I have no interest in you! Now, get out.",16
Aang,"Please, I have to learn. This could be my only chance.",16
