character,dialog,episode,season
Katara, Go!,8.0,1.0
Katara, He made it!,8.0,1.0
Aang, The light hits the statue and I talk to Roku. So why isn't anything happening?,8.0,1.0
Zuko, Why isn't it working? It's sealed shut!,8.0,1.0
Great Fire Sage,It must have been the light. Avatar Roku doesn't want us inside.,8.0,1.0
Aang," Why isn't anything happening? I don't know what I'm doing! All I know is airbending! Please Avatar Roku, talk to me!",8.0,1.0
Roku,It's good to see you Aang. What took you so long? ,8.0,1.0
Zuko, Why did you help the Avatar?,8.0,1.0
Shyu, Because it was once the sages' duty. It is still our duty.,8.0,1.0
Zhao," What a moving and heartfelt performance. I'm certain the Fire Lord will understand, when you explain why you betrayed him.",8.0,1.0
Great Fire Sage, Commander Zhao.,8.0,1.0
Zhao,"And Prince Zuko. It was a noble effort, but your little smokescreen didn't work.  Two traitors in one day, the Fire Lord  will  be pleased.",8.0,1.0
Zuko," You're too late, Zhao! The Avatar's inside and the doors are sealed.",8.0,1.0
Zhao,"No matter.  Sooner or later, he has to come out. ",8.0,1.0
Roku,"I have something very important to tell you, Aang. That is why, when you were in the Spirit World, I sent my dragon to find you.",8.0,1.0
Aang, Is it about that vision? The one of the comet?,8.0,1.0
Roku,Yes.,8.0,1.0
Aang,What does it mean?,8.0,1.0
Roku,"One hundred years ago,  Fire Lord Sozin used that comet to begin the War. He and his firebending army harnessed its incredible power, and dealt a deadly first strike against the other nations.",8.0,1.0
Aang, So the comet made them stronger?,8.0,1.0
Roku, Yes. Stronger than you could even imagine.,8.0,1.0
Aang, But that happened a hundred years ago. What does the comet have to do with the War  now  ?,8.0,1.0
Roku,"Listen carefully.  Sozin's Comet will return by the end of this summer, and Fire Lord Ozai will use its power to finish the War, once and for all.  If he succeeds, even the Avatar won't be able to restore balance to the world. Aang. You  must  defeat the Fire Lord, before the comet arrives.",8.0,1.0
Aang, But I haven't even started learning waterbending! Not to mention earth and fire!,8.0,1.0
Roku,"Mastering the elements takes years of discipline and practice. But if the world is to survive, you must do it by summer's end. ",8.0,1.0
Zhao,"When those doors open,  unleash all your firepower!",8.0,1.0
Katara, How's Aang gonna make it out of this?,8.0,1.0
Sokka, How are  we  gonna make it out of this?,8.0,1.0
Aang, What if I can't master all the elements in time? What if I fail?,8.0,1.0
Roku,"I know you can do it Aang.  For you have done it before.  The solstice is ending. We must go our separate ways, for now.",8.0,1.0
Aang,But I won't be able to come back to the temple. What if I have questions? How will I talk to you?,8.0,1.0
Roku,"I am a part of you. When you need to talk to me again, you will find a way.  A great danger awaits you at the temple.  I can help you face the threat. But only if you are ready.",8.0,1.0
Aang, I'm ready.,8.0,1.0
Zhao,Ready ... ,8.0,1.0
Katara, No! Aang!,8.0,1.0
Zhao,Fire! ,8.0,1.0
Shyu, Avatar Roku ...,8.0,1.0
Shyu, Avatar Roku is going to destroy the temple! We  have  to get out of here!,8.0,1.0
Katara,Not  without Aang!,8.0,1.0
Sokka, We got your back.,8.0,1.0
Aang, Thanks. Where's Shyu?,8.0,1.0
Katara, I don't know.,8.0,1.0
Zhao," No  Prince  , no  Avatar  ! Apparently, the only thing I do have is five  traitors!",8.0,1.0
Great Fire Sage, But Commander! Only Shyu helped the Avatar.,8.0,1.0
Zhao," Save your stories for the Fire Lord. As far as I'm concerned, you are all  guilty  !  Take them to the prison hold!",8.0,1.0
Sokka," Would you sit down?  If we hit a bump, you'll go flying off. What's bugging you anyway?",9.0,1.0
Aang, It's what Avatar Roku said. I'm supposed to master all four elements before that comet arrives.,9.0,1.0
Sokka," Well, let's see. You pretty much mastered airbending and that only took you a hundred and twelve years. I'm sure you can master three more elements by next summer.",9.0,1.0
Aang, I haven't even started waterbending and we're still weeks away from the North Pole. What am I gonna do?,9.0,1.0
Katara," Calm down, it's going to be okay.  If you want, I can try to teach you some of the stuff I know.",9.0,1.0
Aang, You'd do that?,9.0,1.0
Katara, We'll need to find a good source of water first.,9.0,1.0
Sokka, Maybe we can find a puddle for you to splash in.,9.0,1.0
Sokka, Nice puddle.,9.0,1.0
Aang," Yeah! Don't start without me, boy! ",9.0,1.0
Katara, Remember the reason we're here.,9.0,1.0
Aang, Oh right. Time to practice waterbending. ,9.0,1.0
Sokka, Great. So what am I supposed to do?,9.0,1.0
Aang,You could ... clean the gunk out of Appa's toes. ,9.0,1.0
Sokka," So, while you guys are playing in the water, I'm supposed to be hard at work picking mud out of a giant bison's feet?",9.0,1.0
Aang, Mud and bugs!,9.0,1.0
Sokka,Okay. ,9.0,1.0
Zuko, Someone's changing our course.,9.0,1.0
Zuko, What is the meaning of this mutiny? No one told you to change course! ,9.0,1.0
Iroh,"Actually, someone did. I assure you, it is a matter of utmost importance, Prince Zuko. ",9.0,1.0
Zuko, Is it something to do with the Avatar?,9.0,1.0
Iroh,"Even more urgent. It seems, I-  -I have lost my lotus tile. ",9.0,1.0
Zuko, Lotus tile?,9.0,1.0
Iroh,"For my Pai Sho game. Most people think the lotus tile insignificant, but it is essential for the unusual strategy that I employ.",9.0,1.0
Zuko, You've changed our course for a stupid lotus tile?,9.0,1.0
Iroh,"See, you, like most people, underestimate it's value. Just give me ten minutes to check the merchants at this port of call.  Hopefully, they will have the lotus tile in stock and I can get on with my life.  I'm lucky to have such an understanding nephew.",9.0,1.0
Sokka,"Yeah, don't get too happy. You've got to do  me  next. ",9.0,1.0
Katara,"This is a pretty basic move, but it still took me months to perfect. So don't get frustrated if you don't get it right away.  Just push and pull the water like this. The key is getting the wrist movement right.",9.0,1.0
Aang, Like this? ,9.0,1.0
Katara, That's almost right. If you keep practicing I'm sure eventually—,9.0,1.0
Aang,"Hey, I'm bending it already! ",9.0,1.0
Katara," Wow, I can't believe you got that so quickly. It took me two months to learn that move.",9.0,1.0
Aang," Well, you had to figure it all on your own. I'm lucky enough to have a great teacher.",9.0,1.0
Katara, Thanks.,9.0,1.0
Aang,"So, what's next?",9.0,1.0
Katara,"This is a more difficult move. I call it streaming the water.  It's harder than it looks, so don't be disappointed if-  Nice work.  Though the over-the-head flare was unnecessary.",9.0,1.0
Aang,"Sorry.  Well, don't stop now! Keep 'em coming!",9.0,1.0
Katara," Well I kind of know this one other move, but it's pretty hard. I haven't even totally figured it out yet. The idea is to create a big, powerful wave. ",9.0,1.0
Aang,"So, like this? ",9.0,1.0
Sokka, Aang?! ,9.0,1.0
Aang, Looks like I got the hang of that move! What else do you got?,9.0,1.0
Katara, That's enough practicing for today.,9.0,1.0
Sokka," Yeah, I'll say!  You just ""practiced"" our supplies down the river. ",9.0,1.0
Aang," Uh, sorry.  I'm sure we can find somewhere to replace all this stuff.",9.0,1.0
Sokka,My life was hard enough when you were just an airbender. ,9.0,1.0
Sokka, We've got exactly three copper pieces left from the money that King Bumi gave us. Let's spend it wisely.,9.0,1.0
Aang,"Uh, make that two copper pieces, Sokka. I couldn't say no to this whistle! ",9.0,1.0
Sokka, It doesn't even work.  See? Even Momo thinks it's a piece of junk.,9.0,1.0
Katara,"No offense Aang, but I'll hold the money from now on. ",9.0,1.0
Oh," Earth Nation! Fire Nation! Water Nation! So long as bargains are your inclination, you're welcome here! Don't be shy, come on by!  Oh! You there, I can see from your clothing that you're world-traveling types. Perhaps I can interest you in some exotic curios?",9.0,1.0
Aang, Sure! What are curios?,9.0,1.0
Oh, I'm not entirely sure. But we got 'em! ,9.0,1.0
Aang, Huh?,9.0,1.0
Pirate captain, I've never seen such a fine specimen of lemur.  That beast would fetch me a hefty sum if you'd be interested in bartering. ,9.0,1.0
Aang, Momo's not for sale.,9.0,1.0
Katara," Look at this, Aang. It's a waterbending scroll!  Check out these crazy moves.",9.0,1.0
Aang, Where did you get a waterbending scroll?,9.0,1.0
Pirate captain," Let's just say I got it up North, at a most reasonable price, free. ",9.0,1.0
Sokka," Wait a minute ... Sea loving traders, with suspiciously acquired merchandise,  and pet reptile birds?  You guys are pirates!",9.0,1.0
Oh," We prefer to think of ourselves as ""high risk traders.""",9.0,1.0
Katara,"So, how much for the, uh,  traded  scroll?",9.0,1.0
Pirate captain,"I've already got a buyer, a nobleman in the Earth Kingdom.  Unless of course, you kids have two hundred gold pieces on you right now.",9.0,1.0
Aang," I know how to deal with these guys, Katara. Pirates love to haggle.  Watch and learn.  Let's say to the price of, one copper piece! ",9.0,1.0
Pirate captain, The price is two hundred gold pieces. I don't haggle on items this rare.,9.0,1.0
Aang," Okay, two copper pieces!",9.0,1.0
Pirate captain," It's not as amusing the second time, boy!",9.0,1.0
Katara," Aang, can we get out of here? I feel like we're getting weird looks.",9.0,1.0
Aang,"Aye, we be casting off now! ",9.0,1.0
Aang,"What was that all about, Katara?",9.0,1.0
Sokka,"Yeah, I was just starting to browse through their boomerang collection.",9.0,1.0
Katara, I'll just feel a lot better once we get away from here.,9.0,1.0
Oh,Hey you! Get back here!,9.0,1.0
Aang," Well, well. Look who's come to their senses. Told you the haggling would pay off.",9.0,1.0
Katara, I don't think these pirates are here to trade with us. ,9.0,1.0
Oh,This way. Let's cut 'em off!,9.0,1.0
Sokka, Whoa! ,9.0,1.0
Cabbage merchant, My cabbages! This place is worse than Omashu!,9.0,1.0
Pirate,I hope that lemur of yours has nine lives!,9.0,1.0
Oh," Now, who gets to taste the steel of my blade first?",9.0,1.0
Aang,No thanks.  Grab on tight!,9.0,1.0
Katara,Aang! I thought we were running  away  from the pirates! ,9.0,1.0
Aang,Just hang on! ,9.0,1.0
Aang," I used to kind of look up to pirates, but those guys are terrible.",9.0,1.0
Katara, I know. That's why I took this. ,9.0,1.0
Aang, No way!,9.0,1.0
Katara, Isn't it great?,9.0,1.0
Sokka,No wonder they were trying to hack us up! You stole their waterbending scroll!,9.0,1.0
Katara, I prefer to think of it as high risk trading.,9.0,1.0
Aang," Good one, Katara.",9.0,1.0
Katara,"Sokka, where do you think  they  got it? They stole it from a waterbender!",9.0,1.0
Sokka,"It doesn't matter. You put all of our lives in danger just so you could learn some stupid, fancy splashes.",9.0,1.0
Katara,These are  real  waterbending forms. You know how crucial it is for Aang to learn waterbending!,9.0,1.0
Sokka, Whatever.,9.0,1.0
Aang,"Well, what's done is done. We have it, we might as well learn from it.",9.0,1.0
Iroh,I've checked all the shops on this pier. Not a lotus tile in the entire marketplace.,9.0,1.0
Zuko,It's good to know this trip was a complete waste of time  for everyone  !,9.0,1.0
Iroh,"Quite the contrary. I always say, the only thing better than finding something you are looking for  is finding something you weren't looking for at a great bargain! ",9.0,1.0
Zuko,You bought a tsungi horn?,9.0,1.0
Iroh,"For music night on the ship. Now, if we only had some woodwinds.  Oh, this place looks promising!  Oh, that is handsome! Wouldn't it look magnificent in the galley?",9.0,1.0
Oh, We lost the Water Tribe girl and the little bald monk she was traveling with.,9.0,1.0
Zuko," This monk, did he have an arrow on his head? ",9.0,1.0
Katara,"I just want to try this one move first and then it's all yours.  Here, hold it open for me. The single water whip. Looks doable.  Ow!",9.0,1.0
Sokka,"Ha, ha, ha!",9.0,1.0
Katara, What's so funny?,9.0,1.0
Sokka,"I'm sorry, but you deserved that.  You've been duped; she's only interested in teaching herself.",9.0,1.0
Katara," Aang will get his turn once I figure out the water whip.  Ugh, why can't I get this stupid move?",9.0,1.0
Aang,"You'll get it.  You just gotta shift your weight through the stances.  There, see, the key to bending is—",9.0,1.0
Katara," Will you please shut your air hole?  Believe it or not your infinite wisdom gets a little old sometimes! Why don't we just throw the scroll away since you're so naturally gifted!  What?  Oh my gosh, Aang, I am so sorry, I don't know what came over me. But you know what, it won't happen again.  Here, this is yours. I don't want to have anything to do with it anymore.",9.0,1.0
Aang,It's okay Katara.,9.0,1.0
Sokka,What about Momo? He's the real victim here.,9.0,1.0
Katara," I'm sorry, Momo.",9.0,1.0
Sokka,And what about me? There was that time you—,9.0,1.0
Katara,No more apologies!,9.0,1.0
Pirate captain,Shouldn't we stop to search the woods?,9.0,1.0
Zuko,"We don't need to stop. They stole a waterbending scroll, right?",9.0,1.0
Pirate captain,Mm-hm.,9.0,1.0
Zuko,Then they'll be on the water.,9.0,1.0
Katara," Shhh, Momo! Go back to sleep. Shh!  Ugh, ugh, ugh! Shoot! Come on water, work with me here! Okay, what if I just, ow! Stupid scroll!  Okay Katara, shift your weight through the stances.  No! Let go of me! ",9.0,1.0
Zuko, I'll save you from the pirates.,9.0,1.0
Zuko,Tell me where he is and I won't hurt you or your brother.,9.0,1.0
Katara, Go jump in the river!,9.0,1.0
Zuko,"Try to understand. I need to capture him to restore something I've lost, my honor.  Perhaps in exchange I can restore something you've lost. ",9.0,1.0
Katara,My mother's necklace! How did you get that?,9.0,1.0
Zuko,"I didn't steal it, if that's what you're wondering.  Tell me  where he is. ",9.0,1.0
Katara,No!,9.0,1.0
Pirate captain,Enough of this necklace garbage! You promised a scroll!,9.0,1.0
Zuko,"I wonder how much this is worth ...  A lot, apparently. Now you help me find what I want, you'll get this back, and everyone goes home happy. Search the woods for the boy and meet back here!",9.0,1.0
Pirate captain,Fine.,9.0,1.0
Sokka, Huh? Where did she go?  I don't believe it.,9.0,1.0
Aang, What's wrong?,9.0,1.0
Sokka,She took the scroll! She's obsessed with that thing. It's just a matter of time before she gets us all in deep- ,9.0,1.0
Pirate,"I got him, come on!",9.0,1.0
Sokka,"Oh, what? I'm not good enough to kidnap? Ah! ",9.0,1.0
Zuko,Nice work.,9.0,1.0
Katara,"Aang, this is all  my  fault.",9.0,1.0
Aang,"No Katara, it isn't.",9.0,1.0
Iroh,"Yeah, it kind of is. ",9.0,1.0
Zuko, Give me the boy.,9.0,1.0
Pirate captain,You  give  us  the scroll.,9.0,1.0
Sokka,You're really gonna hand over  the Avatar  for a stupid piece of parchment?,9.0,1.0
Zuko,"Don't listen to him, he's trying to turn us against each other!",9.0,1.0
Pirate captain, Your friend is the Avatar?,9.0,1.0
Sokka,"Sure is, and I'll bet he'll fetch a lot more on the black market than that fancy scroll.",9.0,1.0
Zuko,"Shut your mouth, you Water Tribe peasant!",9.0,1.0
Aang,"Yeah, Sokka, you really should shut your mouth.",9.0,1.0
Sokka,I'm just sayin' it's bad business sense. Think how much the Fire Lord would pay for the Avatar. You guys would be set for life.,9.0,1.0
Pirate captain, Keep the scroll; we can buy a hundred with the reward we'll get for the kid. ,9.0,1.0
Zuko,You'll regret breaking a deal with me. ,9.0,1.0
Katara,"Thanks, Momo. I owe you a bushel of apples. ",9.0,1.0
Sokka," Aang, are you there?",9.0,1.0
Aang,I'm over here! Follow my voice!,9.0,1.0
Sokka,Where? I can't find you!,9.0,1.0
Aang,"I'm right here!  Uh, never mind! I'll find you!  Run!  Katara, you're okay!",9.0,1.0
Katara,Help me get this boat back in the water so we can get outta here. ,9.0,1.0
Sokka,We'd need a team of rhinos to budge this ship.,9.0,1.0
Aang,"A team of rhinos, or two waterbenders.",9.0,1.0
Katara,Everybody in!,9.0,1.0
Iroh,Are you so busy fighting you cannot see your own ship has set sail?,9.0,1.0
Zuko,"We have no time for your proverbs, Uncle!",9.0,1.0
Iroh,It's no proverb! ,9.0,1.0
Pirate captain,Bleeding hog monkeys! ,9.0,1.0
Zuko, Hey! That's  my  boat! ,9.0,1.0
Iroh, Maybe it should be a proverb ...,9.0,1.0
Zuko," C'mon, Uncle! ",9.0,1.0
Aang,"Sokka, can't you make it go any faster?",9.0,1.0
Sokka,I don't know how. This thing wasn't made by the Water Tribe!,9.0,1.0
Aang,"Hey, you did the water whip!",9.0,1.0
Katara,I couldn't have done it without your help.,9.0,1.0
Sokka,Would you two quit congratulating each other and help me out?,9.0,1.0
Oh,That's good ... ,9.0,1.0
Katara," Aang, look! ",9.0,1.0
Aang,Oh no ...,9.0,1.0
Sokka,Have you lost your mind? This is no time for flute practice! ,9.0,1.0
Katara,"We can stop the boat! Aang, together, push and pull the water!  It's working, it's slowing down! We're doing it!",9.0,1.0
Sokka,But we have another problem. ,9.0,1.0
Together,Jump! ,9.0,1.0
Aang, I knew a bison whistle would come in handy! Thanks Appa.,9.0,1.0
Sokka,"Yeah, we owe you one. ",9.0,1.0
Zuko,My boat!,9.0,1.0
Iroh," Prince Zuko, you're really going to get a kick out of this. That lotus tile was in my sleeve the whole time! ",9.0,1.0
Katara,"Aang, I still owe you an apology. You were just so good at waterbending without really trying. I got so competitive that I put us all in danger, I'm sorry.",9.0,1.0
Aang,That's okay Katara.,9.0,1.0
Katara,"Besides, who needs that stupid scroll anyway?",9.0,1.0
Sokka, Is that really how you feel?,9.0,1.0
Katara,The scroll!,9.0,1.0
Sokka," First, what did you learn?",9.0,1.0
Katara,Stealing is wrong.  Unless it's from pirates.,9.0,1.0
Aang," Good one, Katara.",9.0,1.0
Aang,Where's Momo? ,10.0,1.0
Aang,"Hang on, Momo!  All right, you too. ",10.0,1.0
Sokka,This is gonna take forever. ,10.0,1.0
Aang, That works.,10.0,1.0
Sokka,"These are Fire Nation traps,  you can tell from the metalwork. We better pack up camp, and get moving.",10.0,1.0
Sokka,Uh uh. No flying this time.,10.0,1.0
Aang, What? Why wouldn't we fly?,10.0,1.0
Sokka," Think about it: Somehow Prince Zuko and the Fire Nation keep finding us. It's because they spot Appa, he's just too noticeable.",10.0,1.0
Katara,What? Appa's not too noticeable!,10.0,1.0
Sokka, He's a gigantic fluffy monster with an arrow on his head! It's kinda hard to miss him! ,10.0,1.0
Aang, Sokka's just jealous 'cause he doesn't have an arrow.,10.0,1.0
Sokka," I know you all wanna fly, but my instincts tell me we should play it safe this time and walk.",10.0,1.0
Katara, Who made you the boss?,10.0,1.0
Sokka," I'm not the boss, I'm the leader.",10.0,1.0
Katara, You're the leader? But your voice still cracks!,10.0,1.0
Sokka," I'm the oldest, and I'm a warrior, so  I'm the leader!",10.0,1.0
Katara," If anyone's the leader, it's Aang. I mean he  is  the Avatar. ",10.0,1.0
Sokka,"Are you kidding, he's just a goofy kid!",10.0,1.0
Aang, He's right.,10.0,1.0
Katara,Why do boys always think someone has to be the leader? I bet you wouldn't be so bossy if you kissed a girl.,10.0,1.0
Sokka," I've kissed a girl, you just haven't met her.",10.0,1.0
Katara, Who? Gran-Gran? I've met Gran-Gran.,10.0,1.0
Sokka," No! Besides Gran-Gran. Look, my instincts tell me we have a better chance of slipping through on foot, and a leader has to trust his instincts.",10.0,1.0
Katara," Okay, we'll try it your way, oh wise leader.",10.0,1.0
Aang, Who knows? Walking might be fun.  Walking stinks! How do people go anywhere without a flying bison?,10.0,1.0
Katara," Well I don't know, Aang. Why don't you ask Sokka's instincts? They seem to know everything.",10.0,1.0
Sokka," Ha, ha, very funny.",10.0,1.0
Aang, I'm tired of carrying this pack.,10.0,1.0
Katara,You know who you should ask to carry it for a while? Sokka's instincts. ,10.0,1.0
Aang,"That's a great idea. Hey, Sokka's instincts, would you mind-",10.0,1.0
Sokka," Okay, okay, I get it. Look guys, I'm tired too. But the important thing is that we're safe from the  Fire ... Nation.",10.0,1.0
Sokka,Run!  We're cut off!,10.0,1.0
Aang,"Sokka, your shirt! ",10.0,1.0
Sokka,"If you let us pass, we promise not to hurt you.",10.0,1.0
Katara, What are you doing?,10.0,1.0
Sokka, Bluffing?,10.0,1.0
Eye-patch soldier,You  promise not to hurt  us  ? ,10.0,1.0
Aang,"Nice work, Sokka! How'd you do that?",10.0,1.0
Sokka,"Uh, instinct?",10.0,1.0
Katara, Look!,10.0,1.0
Jet,Down you go. ,10.0,1.0
Fire Nation soldier,They're in the trees!,10.0,1.0
Sokka,"Hey, he was mine!",10.0,1.0
Jet,Gotta be quicker next time.,10.0,1.0
Sokka, Man!,10.0,1.0
Jet,Hey.,10.0,1.0
Katara,Hi.,10.0,1.0
Aang, You just took out a whole army almost single-handed.,10.0,1.0
Sokka," Army? There were only like, twenty guys.",10.0,1.0
Jet,"My name is Jet, and these are my Freedom Fighters, Sneers, Longshot, Smellerbee, The Duke, and Pipsqueak.",10.0,1.0
Aang," Ha, ha, Pipsqueak, that's a funny name. ",10.0,1.0
Pipsqueak, You think my name is funny?,10.0,1.0
Aang, It's hilarious!,10.0,1.0
Katara," Umm, thanks for saving us Jet. We're lucky you were there.",10.0,1.0
Jet,"I should be thanking you. We were waiting to ambush those soldiers all morning, we just needed the right distraction, and then you guys stumbled in.",10.0,1.0
Katara, We were relying on instincts.,10.0,1.0
Jet,You'll get yourself killed doing that.,10.0,1.0
The Duke,"Hey Jet, these barrels are filled of blasting jelly.",10.0,1.0
Jet,That's a great score.,10.0,1.0
Pipsqueak,And these boxes are filled with jelly candy!,10.0,1.0
Jet,"Also good, let's not get those mixed up.",10.0,1.0
The Duke,We'll take this stuff back to the hideout.,10.0,1.0
Aang,You guys have a hideout?,10.0,1.0
Jet,You wanna see it?,10.0,1.0
Katara," Yes, we wanna see it!",10.0,1.0
Jet,We're here.,10.0,1.0
Sokka,Where? There's nothing here.,10.0,1.0
Jet,Hold this. ,10.0,1.0
Sokka, Why? What's this do? ,10.0,1.0
Jet,Aang? ,10.0,1.0
Aang,I'll get up on my own. ,10.0,1.0
Jet,"Grab hold of me, Katara.",10.0,1.0
Aang, Nice place you got!,10.0,1.0
Katara,It's beautiful up here!,10.0,1.0
Jet,It's beautiful ... and more importantly the Fire Nation can't find us. ,10.0,1.0
Smellerbee,"They would love to find you. Wouldn't they, Jet?",10.0,1.0
Jet,"It's not gonna happen, Smellerbee.",10.0,1.0
Katara, Why does the Fire Nation want to find you?,10.0,1.0
Jet,"I guess you could say I've been causing them a little trouble. See, they took over a nearby Earth Kingdom town a few years back.",10.0,1.0
Pipsqueak,"We've been ambushin' their troops, cutting off their supply lines, and doing anything we can to mess with 'em. ",10.0,1.0
Jet,"One day, we'll drive the Fire Nation out of here for good and free that town.",10.0,1.0
Katara,That's so brave. ,10.0,1.0
Sokka," Yeah, nothing's braver than a guy in a tree house.",10.0,1.0
Katara,Don't pay any attention to my brother.,10.0,1.0
Jet,No problem. He probably had a rough day.,10.0,1.0
Katara,"So, you all live here? ",10.0,1.0
Jet,That's right. Longshot over there?  His town got burned down by the Fire Nation. And we found The Duke trying to steal our food. I don't think he ever really had a home.,10.0,1.0
Katara,What about you?,10.0,1.0
Jet, The Fire Nation killed my parents. I was only eight years old. That day changed me forever.,10.0,1.0
Katara,Sokka and I lost our mother to the Fire Nation.,10.0,1.0
Jet,"I'm so sorry, Katara.",10.0,1.0
Jet,"Today, we struck another blow against the Fire Nation swine.  I got a special joy from the look on one soldier's face, when The Duke dropped down on his helmet and rode him like a wild hog monkey.  Now, the Fire Nation thinks they don't have to worry about a couple of kids hiding in the trees.  Maybe they're right.  Or maybe ... they're  dead  wrong. ",10.0,1.0
Katara,"Hey Jet, nice speech.",10.0,1.0
Jet,"Thanks. By the way, I was really impressed with you and Aang. That was some great bending I saw out there today.",10.0,1.0
Katara,"Well, he's great. He's the Avatar.  I could use some more training.",10.0,1.0
Jet,Avatar huh?  Very  nice.,10.0,1.0
Aang,Thanks Jet.,10.0,1.0
Jet,So I might know a way that you and Aang can help in our struggle.,10.0,1.0
Sokka,"Unfortunately, we have to leave tonight. ",10.0,1.0
Jet,"Sokka, you're kidding me! I needed you on an important mission tomorrow. ",10.0,1.0
Sokka,What mission?,10.0,1.0
Jet,What are you doing?,10.0,1.0
Sokka,Shh ... It amplifies vibrations.,10.0,1.0
Jet, Good trick.,10.0,1.0
Sokka," Nothing yet.  Wait! Yes, someone's approaching.",10.0,1.0
Jet, How many?,10.0,1.0
Sokka,I think there's just one.,10.0,1.0
Jet," Good work, Sokka. Ready your weapon. ",10.0,1.0
Sokka," Wait, false alarm ... He's just an old man.",10.0,1.0
Jet,"What are you doing in our woods, you leech?",10.0,1.0
Old Fire Nation civilian,"Please sir, I'm just a traveler.",10.0,1.0
Jet,Do you like destroying towns? Do you like destroying families? Do you?,10.0,1.0
Old Fire Nation civilian,Oh ... Please let me go ... have mercy ...,10.0,1.0
Jet,Does the Fire Nation let people go? Does the Fire Nation have mercy?,10.0,1.0
Sokka,"Jet, he's just an old man!",10.0,1.0
Jet,He's Fire Nation! Search him! ,10.0,1.0
Sokka,But he's not hurting anyone!,10.0,1.0
Jet,Have you forgotten that the Fire Nation killed your mother? Remember why you fight!,10.0,1.0
Smellerbee,"We've got his stuff, Jet. ",10.0,1.0
Sokka,This doesn't feel right.,10.0,1.0
Jet,"It's what has to be done, now let's get outta here.",10.0,1.0
Jet,"Come on, Sokka!",10.0,1.0
Aang,Sokka! Look what the Duke gave me!  Ow! Quit it!,10.0,1.0
Katara,"Hey, Sokka. Is Jet back?",10.0,1.0
Sokka,Yeah he's back. But we're leaving.,10.0,1.0
Aang,What?,10.0,1.0
Katara,But I made him this hat. ,10.0,1.0
Sokka,Your boyfriend Jet's a thug.,10.0,1.0
Katara,"What? No, he's not.",10.0,1.0
Sokka,He's messed up Katara.,10.0,1.0
Aang,"He's not messed up, he's just got a different way of life, a really fun way of life.",10.0,1.0
Sokka,He beat and robbed a harmless old man!,10.0,1.0
Katara,I wanna hear Jet's side of the story. ,10.0,1.0
Jet,"Sokka, you told them what happened, but you didn't mention that the guy was Fire Nation?",10.0,1.0
Katara,"No, he conveniently left that part out.",10.0,1.0
Sokka,"Fine! But even if he was Fire Nation, he was a harmless civilian!",10.0,1.0
Jet,"He was an assassin, Sokka.",10.0,1.0
Jet,"See? There's a compartment for poison in the knife. . He was sent to eliminate me; you helped save my life, Sokka.",10.0,1.0
Katara,I knew there was an explanation.,10.0,1.0
Sokka,I didn't see any knife!,10.0,1.0
Jet,That's because he was concealing it.,10.0,1.0
Katara,"See, Sokka? I'm sure you just didn't notice the knife.",10.0,1.0
Sokka,There was no knife! I'm going back to the hut and packing my things. ,10.0,1.0
Jet,Tell me you guys aren't leaving yet. I really need your help.,10.0,1.0
Aang,What can we do?,10.0,1.0
Jet,"The Fire Nation is planning on burning down our forest. If you both use waterbending to fill the reservoir, we could fight the fires. But if you leave now, they'll destroy the whole valley.",10.0,1.0
Katara,We can't leave now with the Fire Nation about to burn down a forest!,10.0,1.0
Sokka,"I'm sorry Katara. Jet's very smooth, but we can't trust him.",10.0,1.0
Katara,You know what I think? You're jealous that he's a better warrior and a better leader!,10.0,1.0
Sokka,"Katara, I'm not jealous of Jet. It's just that my instinct—",10.0,1.0
Katara,Well  my  instincts tell me we need to stay here a little longer and help Jet. Come on Aang.,10.0,1.0
Aang,"Sorry, Sokka.",10.0,1.0
Jet,Let's go.,10.0,1.0
Jet,"Now listen, you are not to blow the dam until I give the signal. If the reservoir isn't full, the Fire Nation troops could survive. ",10.0,1.0
The Duke,"But what about the people in the town, won't they get wiped out too? ",10.0,1.0
Jet,"Look Duke, that's the price of ridding this area of the Fire Nation.  Now don't blow the dam until I give the signal—got it? ",10.0,1.0
Smellerbee," Where do you think you're going, ponytail?",10.0,1.0
Jet,"Sokka, I'm glad you decided to join us. ",10.0,1.0
Sokka,I heard your plan to destroy the Earth Kingdom town.,10.0,1.0
Jet,Our plan is to rid the valley of the Fire Nation.,10.0,1.0
Sokka,"There are people living there, Jet; mothers and fathers and children.",10.0,1.0
Jet,We can't win without making some sacrifices. ,10.0,1.0
Sokka,You lied to Aang and Katara about the forest fire!,10.0,1.0
Jet,Because they don't understand the demands of war. Not like you and I do.,10.0,1.0
Sokka,I do understand. I understand that there's nothing you won't do to get what you want.,10.0,1.0
Jet,"I was hoping you'd have an open mind, but I can see you've made your choice.",10.0,1.0
Jet,"I can't let you warn Katara and Aang.  Take him for a walk, a long walk.",10.0,1.0
Sokka,You can't do this!,10.0,1.0
Jet,"Cheer up, Sokka. We're gonna win a great victory against the Fire Nation today.",10.0,1.0
Katara,"Jet, I'm sorry about how Sokka's been acting.",10.0,1.0
Jet,"No worries, he already apologized.",10.0,1.0
Aang,Really?  Sokka apologized?,10.0,1.0
Jet,"Yeah, I was surprised too. I got the sense that maybe you talked to him or something.",10.0,1.0
Katara,"Yeah, I did.",10.0,1.0
